"LOCATION","VAR","TIME","Value"
"MEX","BBW-P100-DEDI",2017,0.699
"MEX","BBW-P100-DEDI",2018,0.728
"MEX","BBW-P100-DEDI",2019,0.902
"MEX","BBW-P100-TOT",2016,61.476
"MEX","BBW-P100-TOT",2017,65.743
"MEX","BBW-P100-TOT",2018,70.87
"MEX","BBW-P100-TOT",2019,77.47
"MEX","BBW-SUBS-SAT",2016,365
"MEX","BBW-SUBS-SAT",2017,632
"MEX","BBW-SUBS-SAT",2018,9411
"MEX","BBW-SUBS-SAT",2019,20958
"MEX","BBW-SUBS-FIXW",2016,177577
"MEX","BBW-SUBS-FIXW",2017,187559
"MEX","BBW-SUBS-FIXW",2018,100049
"MEX","BBW-SUBS-FIXW",2019,62710
"MEX","BBW-SUBS-STAN",2016,74425174
"MEX","BBW-SUBS-STAN",2017,80240147
"MEX","BBW-SUBS-STAN",2018,87383552
"MEX","BBW-SUBS-STAN",2019,96300467
"MEX","BBW-SUBS-DEDI",2016,647846
"MEX","BBW-SUBS-DEDI",2017,862905
"MEX","BBW-SUBS-DEDI",2018,907284
"MEX","BBW-SUBS-DEDI",2019,1134874
"MEX","BBW-SUBS-TOT",2016,75073020
"MEX","BBW-SUBS-TOT",2017,81103052
"MEX","BBW-SUBS-TOT",2018,88290836
"MEX","BBW-SUBS-TOT",2019,97435341
"NLD","BBW-P100-STAN",2016,81.233
"NLD","BBW-P100-STAN",2017,84.858
"NLD","BBW-P100-STAN",2018,113.202
"NLD","BBW-P100-STAN",2019,116.285
"NLD","BBW-P100-DEDI",2016,6.947
"NLD","BBW-P100-DEDI",2017,5.411
"NLD","BBW-P100-DEDI",2018,3.035
"NLD","BBW-P100-DEDI",2019,2.912
"NLD","BBW-P100-TOT",2016,88.18
"NLD","BBW-P100-TOT",2017,90.269
"NLD","BBW-P100-TOT",2018,116.237
"NLD","BBW-P100-TOT",2019,119.197
"NLD","BBW-SUBS-STAN",2016,13834000
"NLD","BBW-SUBS-STAN",2017,14537000
"NLD","BBW-SUBS-STAN",2018,19507000
"NLD","BBW-SUBS-STAN",2019,20169713
"NLD","BBW-SUBS-DEDI",2016,1183000
"NLD","BBW-SUBS-DEDI",2017,927000
"NLD","BBW-SUBS-DEDI",2018,523000
"NLD","BBW-SUBS-DEDI",2019,505021
"NLD","BBW-SUBS-TOT",2016,15017000
"NLD","BBW-SUBS-TOT",2017,15464000
"NLD","BBW-SUBS-TOT",2018,20030000
"NLD","BBW-SUBS-TOT",2019,20674734
"NZL","BBW-P100-SAT",2016,0.084
"NZL","BBW-P100-SAT",2017,0.06
"NZL","BBW-P100-SAT",2018,0.037
"NZL","BBW-P100-SAT",2019,0.03
"NZL","BBW-P100-FIXW",2016,1.46
"NZL","BBW-P100-FIXW",2017,3.291
"NZL","BBW-P100-FIXW",2018,3.557
"NZL","BBW-P100-FIXW",2019,3.882
"NZL","BBW-P100-STAN",2016,29.126
"NZL","BBW-P100-STAN",2017,92.482
"NZL","BBW-P100-STAN",2018,89.714
"NZL","BBW-P100-STAN",2019,100.38
"NZL","BBW-P100-DEDI",2016,75.409
"NZL","BBW-P100-DEDI",2017,6.986
"NZL","BBW-P100-DEDI",2018,7.057
"NZL","BBW-P100-DEDI",2019,6.51
"NZL","BBW-P100-TOT",2016,104.535
"NZL","BBW-P100-TOT",2017,99.468
"NZL","BBW-P100-TOT",2018,96.771
"NZL","BBW-P100-TOT",2019,106.889
"NZL","BBW-SUBS-SAT",2016,3938
"NZL","BBW-SUBS-SAT",2017,2870
"NZL","BBW-SUBS-SAT",2018,1821
"NZL","BBW-SUBS-SAT",2019,1488
"NZL","BBW-SUBS-FIXW",2016,68659
"NZL","BBW-SUBS-FIXW",2017,157507
"NZL","BBW-SUBS-FIXW",2018,172936
"NZL","BBW-SUBS-FIXW",2019,191659
"NZL","BBW-SUBS-STAN",2016,1369817
"NZL","BBW-SUBS-STAN",2017,4426747
"NZL","BBW-SUBS-STAN",2018,4362329
"NZL","BBW-SUBS-STAN",2019,4955739
"NZL","BBW-SUBS-DEDI",2016,3546558
"NZL","BBW-SUBS-DEDI",2017,334370
"NZL","BBW-SUBS-DEDI",2018,343141
"NZL","BBW-SUBS-DEDI",2019,321379
"NZL","BBW-SUBS-TOT",2016,4916375
"NZL","BBW-SUBS-TOT",2017,4761117
"NZL","BBW-SUBS-TOT",2018,4705470
"NZL","BBW-SUBS-TOT",2019,5277118
"NOR","BBW-P100-FIXW",2016,0.775
"NOR","BBW-P100-FIXW",2017,0.776
"NOR","BBW-P100-FIXW",2018,0.713
"NOR","BBW-P100-FIXW",2019,1.023
"NOR","BBW-P100-STAN",2016,87.167
"NOR","BBW-P100-STAN",2017,90.718
"NOR","BBW-P100-STAN",2018,92.759
"NOR","BBW-P100-STAN",2019,96.996
"NOR","BBW-P100-DEDI",2016,8.563
"NOR","BBW-P100-DEDI",2017,7.609
"NOR","BBW-P100-DEDI",2018,6.904
"NOR","BBW-P100-DEDI",2019,6.392
"NOR","BBW-P100-TOT",2016,95.73
"NOR","BBW-P100-TOT",2017,98.327
"NOR","BBW-P100-TOT",2018,99.663
"NOR","BBW-P100-TOT",2019,103.388
"NOR","BBW-SUBS-FIXW",2016,40591
"NOR","BBW-SUBS-FIXW",2017,40964
"NOR","BBW-SUBS-FIXW",2018,37899
"NOR","BBW-SUBS-FIXW",2019,54717
"NOR","BBW-SUBS-STAN",2016,4564056
"NOR","BBW-SUBS-STAN",2017,4787190
"NOR","BBW-SUBS-STAN",2018,4927338
"NOR","BBW-SUBS-STAN",2019,5187322
"NOR","BBW-SUBS-DEDI",2016,448380
"NOR","BBW-SUBS-DEDI",2017,401514
"NOR","BBW-SUBS-DEDI",2018,366761
"NOR","BBW-SUBS-DEDI",2019,341865
"NOR","BBW-SUBS-TOT",2016,5012436
"NOR","BBW-SUBS-TOT",2017,5188704
"NOR","BBW-SUBS-TOT",2018,5294099
"NOR","BBW-SUBS-TOT",2019,5529187
"POL","BBW-P100-FIXW",2016,2.068
"POL","BBW-P100-FIXW",2017,1.992
"POL","BBW-P100-FIXW",2018,2.263
"POL","BBW-P100-FIXW",2019,2.065
"POL","BBW-P100-STAN",2016,60.075
"POL","BBW-P100-STAN",2017,75.112
"POL","BBW-P100-STAN",2018,88.381
"POL","BBW-P100-STAN",2019,94.981
"POL","BBW-P100-DEDI",2016,19.294
"POL","BBW-P100-DEDI",2017,19.26
"POL","BBW-P100-DEDI",2018,20.006
"POL","BBW-P100-DEDI",2019,22.005
"POL","BBW-P100-TOT",2016,79.369
"POL","BBW-P100-TOT",2017,94.372
"POL","BBW-P100-TOT",2018,108.386
"POL","BBW-P100-TOT",2019,116.986
"POL","BBW-SUBS-SAT",2016,631
"POL","BBW-SUBS-SAT",2017,212
"POL","BBW-SUBS-SAT",2018,282
"POL","BBW-SUBS-SAT",2019,1553
"POL","BBW-SUBS-FIXW",2016,794789
"POL","BBW-SUBS-FIXW",2017,765298
"POL","BBW-SUBS-FIXW",2018,869385
"POL","BBW-SUBS-FIXW",2019,792808
"POL","BBW-SUBS-STAN",2016,23085111
"POL","BBW-SUBS-STAN",2017,28859692
"POL","BBW-SUBS-STAN",2018,33949710
"POL","BBW-SUBS-STAN",2019,36463178
"POL","BBW-SUBS-DEDI",2016,7414087
"POL","BBW-SUBS-DEDI",2017,7400054
"POL","BBW-SUBS-DEDI",2018,7684754
"POL","BBW-SUBS-DEDI",2019,8447684
"POL","BBW-SUBS-TOT",2016,30499198
"POL","BBW-SUBS-TOT",2017,36259746
"POL","BBW-SUBS-TOT",2018,41634464
"POL","BBW-SUBS-TOT",2019,44910862
"PRT","BBW-P100-FIXW",2016,2.409
"PRT","BBW-P100-FIXW",2017,2.65
"PRT","BBW-P100-FIXW",2018,2.746
"PRT","BBW-P100-FIXW",2019,2.687
"PRT","BBW-P100-STAN",2016,57.274
"PRT","BBW-P100-STAN",2017,63.61
"PRT","BBW-P100-STAN",2018,68.682
"PRT","BBW-P100-STAN",2019,73.799
"PRT","BBW-P100-DEDI",2016,5.456
"PRT","BBW-P100-DEDI",2017,5.464
"PRT","BBW-P100-DEDI",2018,4.963
"PRT","BBW-P100-DEDI",2019,4.976
"PRT","BBW-P100-TOT",2016,62.73
"PRT","BBW-P100-TOT",2017,69.074
"PRT","BBW-P100-TOT",2018,73.645
"PRT","BBW-P100-TOT",2019,78.775
"PRT","BBW-SUBS-SAT",2016,749
"PRT","BBW-SUBS-SAT",2017,718
"PRT","BBW-SUBS-SAT",2018,648
"PRT","BBW-SUBS-SAT",2019,827
"PRT","BBW-SUBS-FIXW",2016,248721
"PRT","BBW-SUBS-FIXW",2017,272913
"PRT","BBW-SUBS-FIXW",2018,282355
"PRT","BBW-SUBS-FIXW",2019,276100
"PRT","BBW-SUBS-STAN",2016,5913782
"PRT","BBW-SUBS-STAN",2017,6552014
"PRT","BBW-SUBS-STAN",2018,7063124
"PRT","BBW-SUBS-STAN",2019,7583768
"PRT","BBW-SUBS-DEDI",2016,563378
"PRT","BBW-SUBS-DEDI",2017,562820
"PRT","BBW-SUBS-DEDI",2018,510347
"PRT","BBW-SUBS-DEDI",2019,511345
"PRT","BBW-SUBS-TOT",2016,6477160
"PRT","BBW-SUBS-TOT",2017,7114834
"PRT","BBW-SUBS-TOT",2018,7573471
"PRT","BBW-SUBS-TOT",2019,8095113
"SVK","BBW-P100-SAT",2016,0.022
"SVK","BBW-P100-SAT",2017,0.024
"SVK","BBW-P100-SAT",2018,0.021
"SVK","BBW-P100-SAT",2019,0.019
"SVK","BBW-P100-FIXW",2016,5.438
"SVK","BBW-P100-FIXW",2017,5.801
"SVK","BBW-P100-FIXW",2018,5.699
"SVK","BBW-P100-FIXW",2019,5.654
"SVK","BBW-P100-STAN",2016,68.686
"SVK","BBW-P100-STAN",2017,72.597
"SVK","BBW-P100-STAN",2018,75.886
"SVK","BBW-P100-STAN",2019,78.988
"SVK","BBW-P100-DEDI",2016,10.502
"SVK","BBW-P100-DEDI",2017,10.182
"SVK","BBW-P100-DEDI",2018,10.207
"SVK","BBW-P100-DEDI",2019,10.217
"SVK","BBW-P100-TOT",2016,79.188
"SVK","BBW-P100-TOT",2017,82.779
"SVK","BBW-P100-TOT",2018,86.093
"SVK","BBW-P100-TOT",2019,89.205
"SVK","BBW-SUBS-SAT",2016,1182
"SVK","BBW-SUBS-SAT",2017,1296
"SVK","BBW-SUBS-SAT",2018,1167
"SVK","BBW-SUBS-SAT",2019,1045
"SVK","BBW-SUBS-FIXW",2016,295321
"SVK","BBW-SUBS-FIXW",2017,315479
"SVK","BBW-SUBS-FIXW",2018,310373
"SVK","BBW-SUBS-FIXW",2019,308350
"SVK","BBW-SUBS-STAN",2016,3730184
"SVK","BBW-SUBS-STAN",2017,3948120
"SVK","BBW-SUBS-STAN",2018,4132771
"SVK","BBW-SUBS-STAN",2019,4307383
"SVK","BBW-SUBS-DEDI",2016,570340
"SVK","BBW-SUBS-DEDI",2017,553713
"SVK","BBW-SUBS-DEDI",2018,555852
"SVK","BBW-SUBS-DEDI",2019,557150
"SVK","BBW-SUBS-TOT",2016,4300524
"SVK","BBW-SUBS-TOT",2017,4501833
"SVK","BBW-SUBS-TOT",2018,4688623
"SVK","BBW-SUBS-TOT",2019,4864533
"ESP","BBW-P100-SAT",2016,0.069
"ESP","BBW-P100-SAT",2017,0.061
"ESP","BBW-P100-SAT",2018,0.076
"ESP","BBW-P100-SAT",2019,0.001
"ESP","BBW-P100-FIXW",2016,0.372
"ESP","BBW-P100-FIXW",2017,0.331
"ESP","BBW-P100-FIXW",2018,0.411
"ESP","BBW-P100-FIXW",2019,0.558
"ESP","BBW-P100-STAN",2016,85.638
"ESP","BBW-P100-STAN",2017,91.235
"ESP","BBW-P100-STAN",2018,94.977
"ESP","BBW-P100-STAN",2019,99.133
"ESP","BBW-P100-DEDI",2016,3.645
"ESP","BBW-P100-DEDI",2017,3.71
"ESP","BBW-P100-DEDI",2018,3.423
"ESP","BBW-P100-DEDI",2019,3.009
"ESP","BBW-P100-TOT",2016,89.283
"ESP","BBW-P100-TOT",2017,94.944
"ESP","BBW-P100-TOT",2018,98.4
"ESP","BBW-P100-TOT",2019,102.143
"ESP","BBW-SUBS-SAT",2016,32010
"ESP","BBW-SUBS-SAT",2017,28574
"ESP","BBW-SUBS-SAT",2018,35618
"ESP","BBW-SUBS-SAT",2019,556
"ESP","BBW-SUBS-FIXW",2016,172572
"ESP","BBW-SUBS-FIXW",2017,154050
"ESP","BBW-SUBS-FIXW",2018,192022
"ESP","BBW-SUBS-FIXW",2019,262897
"ESP","BBW-SUBS-STAN",2016,39778673
"ESP","BBW-SUBS-STAN",2017,42454064
"ESP","BBW-SUBS-STAN",2018,44381730
"ESP","BBW-SUBS-STAN",2019,46692271
"ESP","BBW-SUBS-DEDI",2016,1693312
"ESP","BBW-SUBS-DEDI",2017,1726285
"ESP","BBW-SUBS-DEDI",2018,1599418
"ESP","BBW-SUBS-DEDI",2019,1417336
"ESP","BBW-SUBS-TOT",2016,41471985
"ESP","BBW-SUBS-TOT",2017,44180349
"ESP","BBW-SUBS-TOT",2018,45981148
"ESP","BBW-SUBS-TOT",2019,48109607
"SWE","BBW-P100-FIXW",2016,0.078
"SWE","BBW-P100-FIXW",2017,0.098
"SWE","BBW-P100-FIXW",2018,0.066
"SWE","BBW-P100-FIXW",2019,0.065
"SWE","BBW-P100-STAN",2016,101.389
"SWE","BBW-P100-STAN",2017,102.218
"SWE","BBW-P100-STAN",2018,108.017
"SWE","BBW-P100-STAN",2019,110.642
"SWE","BBW-P100-DEDI",2016,20.956
"SWE","BBW-P100-DEDI",2017,18.512
"SWE","BBW-P100-DEDI",2018,16.411
"SWE","BBW-P100-DEDI",2019,15.104
"SWE","BBW-P100-TOT",2016,122.344
"SWE","BBW-P100-TOT",2017,120.73
"SWE","BBW-P100-TOT",2018,124.428
"SWE","BBW-P100-TOT",2019,125.746
"SWE","BBW-SUBS-FIXW",2016,7760
"SWE","BBW-SUBS-FIXW",2017,9826
"SWE","BBW-SUBS-FIXW",2018,6685
"SWE","BBW-SUBS-FIXW",2019,6687
"SWE","BBW-SUBS-STAN",2016,10060914
"SWE","BBW-SUBS-STAN",2017,10280745
"SWE","BBW-SUBS-STAN",2018,10990973
"SWE","BBW-SUBS-STAN",2019,11372733
"SWE","BBW-SUBS-DEDI",2016,2079444
"SWE","BBW-SUBS-DEDI",2017,1861877
"SWE","BBW-SUBS-DEDI",2018,1669802
"SWE","BBW-SUBS-DEDI",2019,1552533
"SWE","BBW-SUBS-TOT",2016,12140358
"SWE","BBW-SUBS-TOT",2017,12142622
"SWE","BBW-SUBS-TOT",2018,12660775
"SWE","BBW-SUBS-TOT",2019,12925266
"CHE","BBW-P100-SAT",2016,0.029
"CHE","BBW-P100-SAT",2017,0.014
"CHE","BBW-P100-SAT",2018,0.02
"CHE","BBW-P100-SAT",2019,0.017
"CHE","BBW-P100-STAN",2016,89.134
"CHE","BBW-P100-STAN",2017,86.487
"CHE","BBW-P100-STAN",2018,91.291
"CHE","BBW-P100-STAN",2019,95.839
"CHE","BBW-P100-DEDI",2016,8.652
"CHE","BBW-P100-DEDI",2017,9.033
"CHE","BBW-P100-DEDI",2018,8.294
"CHE","BBW-P100-DEDI",2019,3.206
"CHE","BBW-P100-TOT",2016,97.786
"CHE","BBW-P100-TOT",2017,95.521
"CHE","BBW-P100-TOT",2018,99.585
"CHE","BBW-P100-TOT",2019,99.044
"CHE","BBW-SUBS-SAT",2016,2391
"CHE","BBW-SUBS-SAT",2017,1195
"CHE","BBW-SUBS-SAT",2018,1675
"CHE","BBW-SUBS-SAT",2019,1425
"CHE","BBW-SUBS-STAN",2016,7463455
"CHE","BBW-SUBS-STAN",2017,7309746
"CHE","BBW-SUBS-STAN",2018,7772787
"CHE","BBW-SUBS-STAN",2019,8222000
"CHE","BBW-SUBS-DEDI",2016,724448
"CHE","BBW-SUBS-DEDI",2017,763489
"CHE","BBW-SUBS-DEDI",2018,706140
"CHE","BBW-SUBS-DEDI",2019,275000
"CHE","BBW-SUBS-TOT",2016,8187903
"CHE","BBW-SUBS-TOT",2017,8073235
"CHE","BBW-SUBS-TOT",2018,8478927
"CHE","BBW-SUBS-TOT",2019,8497000
"TUR","BBW-P100-SAT",2016,0.014
"TUR","BBW-P100-SAT",2017,0.013
"TUR","BBW-P100-SAT",2018,0.013
"TUR","BBW-P100-SAT",2019,0.014
"TUR","BBW-P100-STAN",2016,63.699
"TUR","BBW-P100-STAN",2017,69.872
"TUR","BBW-P100-STAN",2018,74.24
"TUR","BBW-P100-STAN",2019,74.983
"TUR","BBW-P100-DEDI",2016,1.561
"TUR","BBW-P100-DEDI",2017,1.031
"TUR","BBW-P100-DEDI",2018,0.806
"TUR","BBW-P100-DEDI",2019,0.879
"TUR","BBW-P100-TOT",2016,65.26
"TUR","BBW-P100-TOT",2017,70.903
"TUR","BBW-P100-TOT",2018,75.046
"TUR","BBW-P100-TOT",2019,75.862
"TUR","BBW-SUBS-SAT",2016,11145
"TUR","BBW-SUBS-SAT",2017,10621
"TUR","BBW-SUBS-SAT",2018,10846
"TUR","BBW-SUBS-SAT",2019,11585
"TUR","BBW-SUBS-STAN",2016,50499165
"TUR","BBW-SUBS-STAN",2017,56116304
"TUR","BBW-SUBS-STAN",2018,60436864
"TUR","BBW-SUBS-STAN",2019,61684363
"TUR","BBW-SUBS-DEDI",2016,1237749
"TUR","BBW-SUBS-DEDI",2017,828369
"TUR","BBW-SUBS-DEDI",2018,655999
"TUR","BBW-SUBS-DEDI",2019,723354
"TUR","BBW-SUBS-TOT",2016,51736914
"TUR","BBW-SUBS-TOT",2017,56944673
"TUR","BBW-SUBS-TOT",2018,61092863
"TUR","BBW-SUBS-TOT",2019,62407717
"GBR","BBW-P100-STAN",2016,75.865
"GBR","BBW-P100-STAN",2017,80.598
"GBR","BBW-P100-STAN",2018,92.799
"GBR","BBW-P100-STAN",2019,97.235
"GBR","BBW-P100-DEDI",2016,7.584
"GBR","BBW-P100-DEDI",2017,7.57
"GBR","BBW-P100-DEDI",2018,6.786
"GBR","BBW-P100-DEDI",2019,6.754
"GBR","BBW-P100-TOT",2016,83.449
"GBR","BBW-P100-TOT",2017,88.168
"GBR","BBW-P100-TOT",2018,99.585
"GBR","BBW-P100-TOT",2019,103.989
"GBR","BBW-SUBS-STAN",2016,49804037
"GBR","BBW-SUBS-STAN",2017,53227075
"GBR","BBW-SUBS-STAN",2018,61652269
"GBR","BBW-SUBS-STAN",2019,64985105
"GBR","BBW-SUBS-DEDI",2016,4978424
"GBR","BBW-SUBS-DEDI",2017,4998954
"GBR","BBW-SUBS-DEDI",2018,4508111
"GBR","BBW-SUBS-DEDI",2019,4514099
"GBR","BBW-SUBS-TOT",2016,54782461
"GBR","BBW-SUBS-TOT",2017,58226029
"GBR","BBW-SUBS-TOT",2018,66160380
"GBR","BBW-SUBS-TOT",2019,69499204
"USA","BBW-P100-SAT",2016,0.577
"USA","BBW-P100-SAT",2017,0.575
"USA","BBW-P100-SAT",2018,0.602
"USA","BBW-P100-SAT",2019,0.6
"USA","BBW-P100-FIXW",2016,0.387
"USA","BBW-P100-FIXW",2017,0.401
"USA","BBW-P100-FIXW",2018,0.447
"USA","BBW-P100-FIXW",2019,0.488
"USA","BBW-P100-STAN",2016,126.555
"USA","BBW-P100-STAN",2017,132.586
"USA","BBW-P100-STAN",2018,144.658
"USA","BBW-P100-STAN",2019,148.929
"USA","BBW-P100-TOT",2016,126.555
"USA","BBW-P100-TOT",2017,132.586
"USA","BBW-P100-TOT",2018,144.658
"USA","BBW-P100-TOT",2019,148.929
"USA","BBW-SUBS-SAT",2016,1864000
"USA","BBW-SUBS-SAT",2017,1872000
"USA","BBW-SUBS-SAT",2018,1971000
"USA","BBW-SUBS-SAT",2019,1975000
"USA","BBW-SUBS-FIXW",2016,1250000
"USA","BBW-SUBS-FIXW",2017,1304000
"USA","BBW-SUBS-FIXW",2018,1464000
"USA","BBW-SUBS-FIXW",2019,1607000
"USA","BBW-SUBS-STAN",2016,409173000
"USA","BBW-SUBS-STAN",2017,431448000
"USA","BBW-SUBS-STAN",2018,473663101
"USA","BBW-SUBS-STAN",2019,4.9e+08
"USA","BBW-SUBS-TOT",2016,409173000
"USA","BBW-SUBS-TOT",2017,431448000
"USA","BBW-SUBS-TOT",2018,473663101
"USA","BBW-SUBS-TOT",2019,4.9e+08
"CHL","BBW-P100-FIXW",2016,0.083
"CHL","BBW-P100-FIXW",2017,0.069
"CHL","BBW-P100-FIXW",2018,0.059
"CHL","BBW-P100-FIXW",2019,0.681
"CHL","BBW-P100-STAN",2016,66.652
"CHL","BBW-P100-STAN",2017,82.029
"CHL","BBW-P100-STAN",2018,87.447
"CHL","BBW-P100-STAN",2019,91.584
"CHL","BBW-P100-DEDI",2016,4.005
"CHL","BBW-P100-DEDI",2017,3.991
"CHL","BBW-P100-DEDI",2018,3.929
"CHL","BBW-P100-DEDI",2019,2.997
"CHL","BBW-P100-TOT",2016,70.657
"CHL","BBW-P100-TOT",2017,86.02
"CHL","BBW-P100-TOT",2018,91.376
"CHL","BBW-P100-TOT",2019,94.58
"CHL","BBW-SUBS-FIXW",2016,15248
"CHL","BBW-SUBS-FIXW",2017,12799
"CHL","BBW-SUBS-FIXW",2018,11027
"CHL","BBW-SUBS-FIXW",2019,129617
"CHL","BBW-SUBS-STAN",2016,12182329
"CHL","BBW-SUBS-STAN",2017,15193702
"CHL","BBW-SUBS-STAN",2018,16414065
"CHL","BBW-SUBS-STAN",2019,17435976
"CHL","BBW-SUBS-DEDI",2016,732088
"CHL","BBW-SUBS-DEDI",2017,739174
"CHL","BBW-SUBS-DEDI",2018,737559
"CHL","BBW-SUBS-DEDI",2019,570505
"CHL","BBW-SUBS-TOT",2016,12914417
"CHL","BBW-SUBS-TOT",2017,15932876
"CHL","BBW-SUBS-TOT",2018,17151624
"CHL","BBW-SUBS-TOT",2019,18006481
"EST","BBW-P100-FIXW",2016,1.495
"EST","BBW-P100-FIXW",2017,1.797
"EST","BBW-P100-FIXW",2018,2.291
"EST","BBW-P100-FIXW",2019,2.624
"EST","BBW-P100-STAN",2016,67.419
"EST","BBW-P100-STAN",2017,77.11
"EST","BBW-P100-STAN",2018,87.479
"EST","BBW-P100-STAN",2019,93.892
"EST","BBW-P100-DEDI",2016,54.767
"EST","BBW-P100-DEDI",2017,55.567
"EST","BBW-P100-DEDI",2018,61.328
"EST","BBW-P100-DEDI",2019,63.824
"EST","BBW-P100-TOT",2016,122.185
"EST","BBW-P100-TOT",2017,132.678
"EST","BBW-P100-TOT",2018,148.807
"EST","BBW-P100-TOT",2019,157.716
"EST","BBW-SUBS-FIXW",2016,19679
"EST","BBW-SUBS-FIXW",2017,23635
"EST","BBW-SUBS-FIXW",2018,30220
"EST","BBW-SUBS-FIXW",2019,34757
"EST","BBW-SUBS-STAN",2016,887163
"EST","BBW-SUBS-STAN",2017,1014464
"EST","BBW-SUBS-STAN",2018,1153941
"EST","BBW-SUBS-STAN",2019,1243877
"EST","BBW-SUBS-DEDI",2016,720675
"EST","BBW-SUBS-DEDI",2017,731042
"EST","BBW-SUBS-DEDI",2018,808976
"EST","BBW-SUBS-DEDI",2019,845546
"EST","BBW-SUBS-TOT",2016,1607838
"EST","BBW-SUBS-TOT",2017,1745506
"EST","BBW-SUBS-TOT",2018,1962917
"EST","BBW-SUBS-TOT",2019,2089423
"ISR","BBW-P100-STAN",2016,68.896
"ISR","BBW-P100-STAN",2017,71.185
"ISR","BBW-P100-STAN",2018,99.966
"ISR","BBW-P100-STAN",2019,129.282
"ISR","BBW-P100-TOT",2016,68.896
"ISR","BBW-P100-TOT",2017,71.185
"ISR","BBW-P100-TOT",2018,99.966
"ISR","BBW-P100-TOT",2019,129.282
"ISR","BBW-SUBS-STAN",2016,5886054
"ISR","BBW-SUBS-STAN",2017,6200000
"ISR","BBW-SUBS-STAN",2018,8878000
"ISR","BBW-SUBS-STAN",2019,11700000
"ISR","BBW-SUBS-TOT",2016,5886054
"ISR","BBW-SUBS-TOT",2017,6200000
"ISR","BBW-SUBS-TOT",2018,8878000
"ISR","BBW-SUBS-TOT",2019,11700000
"SVN","BBW-P100-FIXW",2016,0.323
"SVN","BBW-P100-FIXW",2017,0.346
"SVN","BBW-P100-FIXW",2018,0.333
"SVN","BBW-P100-FIXW",2019,0.306
"SVN","BBW-P100-STAN",2016,58.026
"SVN","BBW-P100-STAN",2017,65.9
"SVN","BBW-P100-STAN",2018,72.864
"SVN","BBW-P100-STAN",2019,78.538
"SVN","BBW-P100-DEDI",2016,4.169
"SVN","BBW-P100-DEDI",2017,4.607
"SVN","BBW-P100-DEDI",2018,5.026
"SVN","BBW-P100-DEDI",2019,5.124
"SVN","BBW-P100-TOT",2016,62.195
"SVN","BBW-P100-TOT",2017,70.507
"SVN","BBW-P100-TOT",2018,77.89
"SVN","BBW-P100-TOT",2019,83.662
"SVN","BBW-SUBS-SAT",2017,122
"SVN","BBW-SUBS-SAT",2018,107
"SVN","BBW-SUBS-SAT",2019,104
"SVN","BBW-SUBS-FIXW",2016,6665
"SVN","BBW-SUBS-FIXW",2017,7154
"SVN","BBW-SUBS-FIXW",2018,6890
"SVN","BBW-SUBS-FIXW",2019,6382
"SVN","BBW-SUBS-STAN",2016,1197997
"SVN","BBW-SUBS-STAN",2017,1361361
"SVN","BBW-SUBS-STAN",2018,1509733
"SVN","BBW-SUBS-STAN",2019,1640499
"SVN","BBW-SUBS-DEDI",2016,86082
"SVN","BBW-SUBS-DEDI",2017,95165
"SVN","BBW-SUBS-DEDI",2018,104146
"SVN","BBW-SUBS-DEDI",2019,107037
"SVN","BBW-SUBS-TOT",2016,1284079
"SVN","BBW-SUBS-TOT",2017,1456526
"SVN","BBW-SUBS-TOT",2018,1613879
"SVN","BBW-SUBS-TOT",2019,1747536
"AUT","BBW-P100-SAT",2019,0
"CAN","BBW-P100-SAT",2019,0
"DNK","BBW-P100-SAT",2016,0.001
"DNK","BBW-P100-SAT",2017,0.002
"DNK","BBW-P100-SAT",2018,0.002
"DNK","BBW-P100-SAT",2019,0.001
"DNK","BBW-SUBS-SAT",2016,52
"DNK","BBW-SUBS-SAT",2017,125
"DNK","BBW-SUBS-SAT",2018,91
"DNK","BBW-SUBS-SAT",2019,39
"FRA","BBW-P100-DEDI",2016,5.427
"FRA","BBW-P100-DEDI",2017,5.159
"FRA","BBW-P100-DEDI",2018,5.058
"FRA","BBW-P100-DEDI",2019,4.907
"JPN","BBW-P100-DEDI",2016,56.768
"JPN","BBW-P100-DEDI",2017,67.356
"JPN","BBW-P100-DEDI",2018,75.187
"JPN","BBW-P100-DEDI",2019,80.679
"JPN","BBW-SUBS-DEDI",2016,72057609
"JPN","BBW-SUBS-DEDI",2017,85344221
"JPN","BBW-SUBS-DEDI",2018,95068531
"JPN","BBW-SUBS-DEDI",2019,101768778
"NOR","BBW-P100-SAT",2016,0.067
"NOR","BBW-P100-SAT",2017,0.061
"NOR","BBW-P100-SAT",2018,0.045
"NOR","BBW-P100-SAT",2019,0.036
"POL","BBW-P100-SAT",2016,0.002
"POL","BBW-P100-SAT",2017,0.001
"POL","BBW-P100-SAT",2018,0.001
"POL","BBW-P100-SAT",2019,0.004
"PRT","BBW-P100-SAT",2016,0.007
"PRT","BBW-P100-SAT",2017,0.007
"PRT","BBW-P100-SAT",2018,0.006
"PRT","BBW-P100-SAT",2019,0.008
"SWE","BBW-P100-SAT",2016,0.003
"SWE","BBW-P100-SAT",2017,0.002
"SWE","BBW-P100-SAT",2018,0.004
"SWE","BBW-P100-SAT",2019,0.004
"CHE","BBW-P100-FIXW",2016,0.004
"CHE","BBW-P100-FIXW",2017,0.002
"CHE","BBW-P100-FIXW",2018,0.002
