"LOCATION","Pays","VAR","Variable","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Irlande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,29.423,,
"IRL","Irlande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,29.683,,
"IRL","Irlande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,29.737,,
"IRL","Irlande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,29.683,,
"ITA","Italie","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,25.554,,
"ITA","Italie","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,25.061,,
"ITA","Italie","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,25.554,,
"ITA","Italie","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,27.311,,
"ITA","Italie","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,26.492,,
"ITA","Italie","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,27.311,,
"ITA","Italie","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,28.233,,
"ITA","Italie","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,27.868,,
"ITA","Italie","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,28.233,,
"ITA","Italie","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,28.937,,
"ITA","Italie","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,28.383,,
"ITA","Italie","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,28.937,,
"JPN","Japon","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,30.625,,
"JPN","Japon","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,30.169,,
"JPN","Japon","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,30.625,,
"JPN","Japon","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,31.162,,
"JPN","Japon","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,30.85,,
"JPN","Japon","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,31.162,,
"JPN","Japon","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,31.687,,
"JPN","Japon","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,31.365,,
"JPN","Japon","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,31.687,,
"JPN","Japon","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,32.494,,
"JPN","Japon","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,32.045,,
"JPN","Japon","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,32.494,,
"KOR","Corée","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,39.73,,
"KOR","Corée","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,39.415,,
"KOR","Corée","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,39.73,,
"KOR","Corée","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,40.865,,
"KOR","Corée","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,40.487,,
"KOR","Corée","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,40.865,,
"KOR","Corée","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,41.246,,
"KOR","Corée","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,41.096,,
"KOR","Corée","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,41.246,,
"KOR","Corée","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,42.262,,
"KOR","Corée","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,41.898,,
"KOR","Corée","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,42.262,,
"LUX","Luxembourg","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,34.771,,
"LUX","Luxembourg","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,35.014,,
"LUX","Luxembourg","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,34.771,,
"LUX","Luxembourg","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,35.897,,
"LUX","Luxembourg","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,35.696,,
"LUX","Luxembourg","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,35.897,,
"LUX","Luxembourg","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,36.827,,
"LUX","Luxembourg","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,36.901,,
"LUX","Luxembourg","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,36.827,,
"LUX","Luxembourg","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,37.023,,
"LUX","Luxembourg","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,37.311,,
"LUX","Luxembourg","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,37.023,,
"MEX","Mexique","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,13.04,,
"MEX","Mexique","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,12.465,,
"MEX","Mexique","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,13.04,,
"MEX","Mexique","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,13.781,,
"MEX","Mexique","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,13.399,,
"MEX","Mexique","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,13.781,,
"MEX","Mexique","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,14.737,,
"MEX","Mexique","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,14.373,,
"MEX","Mexique","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,14.737,,
"MEX","Mexique","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,15.389,,
"MEX","Mexique","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,15.088,,
"MEX","Mexique","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,15.389,,
"NLD","Pays-Bas","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,42.408,,
"NLD","Pays-Bas","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,41.924,,
"NLD","Pays-Bas","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,42.408,,
"NLD","Pays-Bas","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,42.549,,
"NLD","Pays-Bas","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,42.467,,
"NLD","Pays-Bas","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,42.549,,
"NLD","Pays-Bas","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,42.978,,
"NLD","Pays-Bas","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,43.027,,
"NLD","Pays-Bas","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,42.978,,
"NLD","Pays-Bas","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,43.275,,
"NLD","Pays-Bas","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,43.128,,
"NLD","Pays-Bas","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,43.275,,
"NZL","Nouvelle-Zélande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,33.046,,
"NZL","Nouvelle-Zélande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,32.606,,
"NZL","Nouvelle-Zélande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,33.046,,
"NZL","Nouvelle-Zélande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,33.907,,
"NZL","Nouvelle-Zélande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,33.638,,
"NZL","Nouvelle-Zélande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,33.907,,
"NZL","Nouvelle-Zélande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,34.182,,
"NZL","Nouvelle-Zélande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,34.422,,
"NZL","Nouvelle-Zélande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,34.182,,
"NZL","Nouvelle-Zélande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,34.737,,
"NZL","Nouvelle-Zélande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,34.846,,
"NZL","Nouvelle-Zélande","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,34.737,,
"NOR","Norvège","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,40.24,,
"NOR","Norvège","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,39.9,,
"NOR","Norvège","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,40.24,,
"NOR","Norvège","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,41.031,,
"NOR","Norvège","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,40.695,,
"NOR","Norvège","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,41.031,,
"NOR","Norvège","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,41.526,,
"NOR","Norvège","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,41.24,,
"NOR","Norvège","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,41.526,,
"NOR","Norvège","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,42.27,,
"NOR","Norvège","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,41.879,,
"NOR","Norvège","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,42.27,,
"POL","Pologne","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,18.327,,
"POL","Pologne","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,18.342,,
"POL","Pologne","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,18.327,,
"POL","Pologne","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,18.358,,
"POL","Pologne","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,18.341,,
"POL","Pologne","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,18.358,,
"POL","Pologne","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,20.204,,
"POL","Pologne","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,18.438,,
"POL","Pologne","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,20.204,,
"POL","Pologne","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,20.318,,
"POL","Pologne","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,19.706,,
"POL","Pologne","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,20.318,,
"PRT","Portugal","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,32.692,,
"PRT","Portugal","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,31.471,,
"PRT","Portugal","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,32.692,,
"PRT","Portugal","BB-P100-TOT","Total des abonnements au haut-débit fixe pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,34.704,,
